# Summary: Whole-Script Confusables
# File: confusablesWholeScript.txt
# Version: 2.0
# Generated: 2006-08-15, 04:35:21 GMT
# Checkin: $Revision: 1.11 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
# This data is used for determining whether a strings is a
# whole-script or mixed-script confusable.
# The mappings here ignore common and inherited script characters,
# such as accents.

# Lowercase Only

# Armenian; Cherokee: [հ]

0570          ; Armn; Cher; L #      (հ)  ARMENIAN SMALL LETTER HO
0581          ; Armn; Latn; A #      (ց)  ARMENIAN SMALL LETTER CO
0584..0585    ; Armn; Latn; A #  [2] (ք..օ)  ARMENIAN SMALL LETTER KEH..ARMENIAN SMALL LETTER OH

# Total code points: 12

# Armenian; Malayalam: [Օօ]

0555          ; Armn; Mlym; A #      (Օ)  ARMENIAN CAPITAL LETTER OH
0585          ; Armn; Mlym; A #      (օ)  ARMENIAN SMALL LETTER OH

# Total code points: 2

# Armenian; Mongolian: [Օ]

0555          ; Armn; Mong; A #      (Օ)  ARMENIAN CAPITAL LETTER OH

# Total code points: 1

# Armenian; Myanmar: [օ]

0585          ; Armn; Mymr; A #      (օ)  ARMENIAN SMALL LETTER OH

# Total code points: 1

# Armenian; Oriya: [Օ]

0555          ; Armn; Orya; A #      (Օ)  ARMENIAN CAPITAL LETTER OH

# Total code points: 1

# Armenian; Telugu: [օ]

0585          ; Armn; Telu; A #      (օ)  ARMENIAN SMALL LETTER OH

# Total code points: 1

# Armenian; Thai: [օ]

0585          ; Armn; Thai; A #      (օ)  ARMENIAN SMALL LETTER OH

# Total code points: 1

# Armenian; Canadian_Aboriginal: [ծ]

056E          ; Armn; Cans; A #      (ծ)  ARMENIAN SMALL LETTER CA

# Total code points: 1

# Bengali; Armenian: [০]

09E6          ; Beng; Armn; A #      (০)  BENGALI DIGIT ZERO

# Total code points: 1

# Bengali; Cherokee: [০]

09E6          ; Beng; Cher; A #      (০)  BENGALI DIGIT ZERO

# Total code points: 1

# Bengali; Cyrillic: [০]

09E6          ; Beng; Cyrl; A #      (০)  BENGALI DIGIT ZERO

# Total code points: 1

# Bengali; Devanagari: [়]

09BC          ; Beng; Deva; A #      (়)  BENGALI SIGN NUKTA

# Total code points: 1

# Bengali; Greek: [০]

09E6          ; Beng; Grek; A #      (০)  BENGALI DIGIT ZERO

# Total code points: 1

# Bengali; Gujarati: [়]

09BC          ; Beng; Gujr; A #      (়)  BENGALI SIGN NUKTA

# Total code points: 1

# Bengali; Gurmukhi: [়৪৭]

09BC          ; Beng; Guru; A #      (়)  BENGALI SIGN NUKTA
09EA          ; Beng; Guru; A #      (৪)  BENGALI DIGIT FOUR
09ED          ; Beng; Guru; A #      (৭)  BENGALI DIGIT SEVEN

# Total code points: 3

# Bengali; Han: [০]

09E6          ; Beng; Hani; A #      (০)  BENGALI DIGIT ZERO

# Total code points: 1

# Bengali; Latin: [০৪]

09E6          ; Beng; Latn; A #      (০)  BENGALI DIGIT ZERO
09EA          ; Beng; Latn; A #      (৪)  BENGALI DIGIT FOUR

# Total code points: 2

# Bengali; Malayalam: [০]

09E6          ; Beng; Mlym; A #      (০)  BENGALI DIGIT ZERO

# Total code points: 1

# Bengali; Mongolian: [০]

09E6          ; Beng; Mong; A #      (০)  BENGALI DIGIT ZERO

# Total code points: 1

# Bengali; Oriya: [়০৪৭]

09BC          ; Beng; Orya; A #      (়)  BENGALI SIGN NUKTA
09E6          ; Beng; Orya; A #      (০)  BENGALI DIGIT ZERO
09EA          ; Beng; Orya; A #      (৪)  BENGALI DIGIT FOUR
09ED          ; Beng; Orya; A #      (৭)  BENGALI DIGIT SEVEN

# Total code points: 4

# Cherokee; Armenian: [ᎾᏂᏲ]

13BE          ; Cher; Armn; A #      (Ꮎ)  CHEROKEE LETTER NA
13C2          ; Cher; Armn; A #      (Ꮒ)  CHEROKEE LETTER NI
13F2          ; Cher; Armn; A #      (Ᏺ)  CHEROKEE LETTER YO

# Total code points: 3

# Cherokee; Bengali: [Ꮎ]

13BE          ; Cher; Beng; A #      (Ꮎ)  CHEROKEE LETTER NA

# Total code points: 1

# Cherokee; Cyrillic: [ᎥᎩ-ᎬᎱᎷᎻᎽᎾᏀᏂᏏᏕᏙᏚᏞᏟᏢᏦᏧᏲ-Ᏼ]

13A5          ; Cher; Cyrl; A #      (Ꭵ)  CHEROKEE LETTER V
13A9..13AC    ; Cher; Cyrl; A #  [4] (Ꭹ..Ꭼ)  CHEROKEE LETTER GI..CHEROKEE LETTER GV
13B1          ; Cher; Cyrl; A #      (Ꮁ)  CHEROKEE LETTER HU
13B7          ; Cher; Cyrl; A #      (Ꮇ)  CHEROKEE LETTER LU
13BB          ; Cher; Cyrl; A #      (Ꮋ)  CHEROKEE LETTER MI
13BD..13BE    ; Cher; Cyrl; A #  [2] (Ꮍ..Ꮎ)  CHEROKEE LETTER MU..CHEROKEE LETTER NA
13C0          ; Cher; Cyrl; A #      (Ꮐ)  CHEROKEE LETTER NAH
13C2          ; Cher; Cyrl; A #      (Ꮒ)  CHEROKEE LETTER NI
13CF          ; Cher; Cyrl; A #      (Ꮟ)  CHEROKEE LETTER SI
13D5          ; Cher; Cyrl; A #      (Ꮥ)  CHEROKEE LETTER DE
13D9..13DA    ; Cher; Cyrl; A #  [2] (Ꮩ..Ꮪ)  CHEROKEE LETTER DO..CHEROKEE LETTER DU
13DE..13DF    ; Cher; Cyrl; A #  [2] (Ꮮ..Ꮯ)  CHEROKEE LETTER TLE..CHEROKEE LETTER TLI
13E2          ; Cher; Cyrl; A #      (Ꮲ)  CHEROKEE LETTER TLV
13E6..13E7    ; Cher; Cyrl; A #  [2] (Ꮶ..Ꮷ)  CHEROKEE LETTER TSO..CHEROKEE LETTER TSU
13F2..13F4    ; Cher; Cyrl; A #  [3] (Ᏺ..Ᏼ)  CHEROKEE LETTER YO..CHEROKEE LETTER YV

# Total code points: 24

# Cherokee; Georgian: [ᎩᎽ]

13A9          ; Cher; Geor; A #      (Ꭹ)  CHEROKEE LETTER GI
13BD          ; Cher; Geor; A #      (Ꮍ)  CHEROKEE LETTER MU

# Total code points: 2

# Cherokee; Greek: [ᎥᎪᎬᎱᎷᎻᎾᏃᏞᏟᏢᏦᏴ]

13A5          ; Cher; Grek; A #      (Ꭵ)  CHEROKEE LETTER V
13AA          ; Cher; Grek; A #      (Ꭺ)  CHEROKEE LETTER GO
13AC          ; Cher; Grek; A #      (Ꭼ)  CHEROKEE LETTER GV
13B1          ; Cher; Grek; A #      (Ꮁ)  CHEROKEE LETTER HU
13B7          ; Cher; Grek; A #      (Ꮇ)  CHEROKEE LETTER LU
13BB          ; Cher; Grek; A #      (Ꮋ)  CHEROKEE LETTER MI
13BE          ; Cher; Grek; A #      (Ꮎ)  CHEROKEE LETTER NA
13C3          ; Cher; Grek; A #      (Ꮓ)  CHEROKEE LETTER NO
13DE..13DF    ; Cher; Grek; A #  [2] (Ꮮ..Ꮯ)  CHEROKEE LETTER TLE..CHEROKEE LETTER TLI
13E2          ; Cher; Grek; A #      (Ꮲ)  CHEROKEE LETTER TLV
13E6          ; Cher; Grek; A #      (Ꮶ)  CHEROKEE LETTER TSO
13F4          ; Cher; Grek; A #      (Ᏼ)  CHEROKEE LETTER YV

# Total code points: 13

# Cherokee; Han: [Ꮎ]

13BE          ; Cher; Hani; A #      (Ꮎ)  CHEROKEE LETTER NA

# Total code points: 1

# Cherokee; Latin: [ᎥᎩ-ᎬᎳᎷᎻᎽᎾᏀᏂᏃᏏᏔᏕᏙᏚᏞᏟᏢᏦᏧᏲ-Ᏼ]

13A5          ; Cher; Latn; A #      (Ꭵ)  CHEROKEE LETTER V
13A9..13AC    ; Cher; Latn; A #  [4] (Ꭹ..Ꭼ)  CHEROKEE LETTER GI..CHEROKEE LETTER GV
13B3          ; Cher; Latn; A #      (Ꮃ)  CHEROKEE LETTER LA
13B7          ; Cher; Latn; A #      (Ꮇ)  CHEROKEE LETTER LU
13BB          ; Cher; Latn; A #      (Ꮋ)  CHEROKEE LETTER MI
13BD..13BE    ; Cher; Latn; A #  [2] (Ꮍ..Ꮎ)  CHEROKEE LETTER MU..CHEROKEE LETTER NA
13C0          ; Cher; Latn; A #      (Ꮐ)  CHEROKEE LETTER NAH
13C2..13C3    ; Cher; Latn; A #  [2] (Ꮒ..Ꮓ)  CHEROKEE LETTER NI..CHEROKEE LETTER NO
13CF          ; Cher; Latn; A #      (Ꮟ)  CHEROKEE LETTER SI
13D4..13D5    ; Cher; Latn; A #  [2] (Ꮤ..Ꮥ)  CHEROKEE LETTER TA..CHEROKEE LETTER DE
13D9..13DA    ; Cher; Latn; A #  [2] (Ꮩ..Ꮪ)  CHEROKEE LETTER DO..CHEROKEE LETTER DU
13DE..13DF    ; Cher; Latn; A #  [2] (Ꮮ..Ꮯ)  CHEROKEE LETTER TLE..CHEROKEE LETTER TLI
13E2          ; Cher; Latn; A #      (Ꮲ)  CHEROKEE LETTER TLV
13E6..13E7    ; Cher; Latn; A #  [2] (Ꮶ..Ꮷ)  CHEROKEE LETTER TSO..CHEROKEE LETTER TSU
13F2..13F4    ; Cher; Latn; A #  [3] (Ᏺ..Ᏼ)  CHEROKEE LETTER YO..CHEROKEE LETTER YV

# Total code points: 26

# Cherokee; Malayalam: [Ꮎ]

13BE          ; Cher; Mlym; A #      (Ꮎ)  CHEROKEE LETTER NA

# Total code points: 1

# Cherokee; Mongolian: [Ꮎ]

13BE          ; Cher; Mong; A #      (Ꮎ)  CHEROKEE LETTER NA

# Total code points: 1

# Cherokee; Oriya: [Ꮎ]

13BE          ; Cher; Orya; A #      (Ꮎ)  CHEROKEE LETTER NA

# Total code points: 1

# Cherokee; Canadian_Aboriginal: [ᎪᎫᎳᎻᏏᏔᏙᏞᏢᏧᏴ]

13AA..13AB    ; Cher; Cans; A #  [2] (Ꭺ..Ꭻ)  CHEROKEE LETTER GO..CHEROKEE LETTER GU
13B3          ; Cher; Cans; A #      (Ꮃ)  CHEROKEE LETTER LA
13BB          ; Cher; Cans; A #      (Ꮋ)  CHEROKEE LETTER MI
13CF          ; Cher; Cans; A #      (Ꮟ)  CHEROKEE LETTER SI
13D4          ; Cher; Cans; A #      (Ꮤ)  CHEROKEE LETTER TA
13D9          ; Cher; Cans; A #      (Ꮩ)  CHEROKEE LETTER DO
13DE          ; Cher; Cans; A #      (Ꮮ)  CHEROKEE LETTER TLE
13E2          ; Cher; Cans; A #      (Ꮲ)  CHEROKEE LETTER TLV
13E7          ; Cher; Cans; A #      (Ꮷ)  CHEROKEE LETTER TSU
13F4          ; Cher; Cans; A #      (Ᏼ)  CHEROKEE LETTER YV

# Total code points: 11

# Cyrillic; Armenian: [ЗОојћѲѳҘһӨө]

0417          ; Cyrl; Armn; A #      (З)  CYRILLIC CAPITAL LETTER ZE
041E          ; Cyrl; Armn; A #      (О)  CYRILLIC CAPITAL LETTER O
043E          ; Cyrl; Armn; A #      (о)  CYRILLIC SMALL LETTER O
0458          ; Cyrl; Armn; A #      (ј)  CYRILLIC SMALL LETTER JE
045B          ; Cyrl; Armn; A #      (ћ)  CYRILLIC SMALL LETTER TSHE
0472..0473    ; Cyrl; Armn; A #  [2] (Ѳ..ѳ)  CYRILLIC CAPITAL LETTER FITA..CYRILLIC SMALL LETTER FITA
0498          ; Cyrl; Armn; A #      (Ҙ)  CYRILLIC CAPITAL LETTER ZE WITH DESCENDER
04BB          ; Cyrl; Armn; A #      (һ)  CYRILLIC SMALL LETTER SHHA
04E8..04E9    ; Cyrl; Armn; A #  [2] (Ө..ө)  CYRILLIC CAPITAL LETTER BARRED O..CYRILLIC SMALL LETTER BARRED O

# Total code points: 11

# Cyrillic; Bengali: [ОѲӨ]

041E          ; Cyrl; Beng; A #      (О)  CYRILLIC CAPITAL LETTER O
0472          ; Cyrl; Beng; A #      (Ѳ)  CYRILLIC CAPITAL LETTER FITA
04E8          ; Cyrl; Beng; A #      (Ө)  CYRILLIC CAPITAL LETTER BARRED O

# Total code points: 3

# Cyrillic; Cherokee: [ЅІЈА-ГЕКМ-ОРСруъіћѲѴҐҒҚҞҢҪүұһӀӇӉӍӨԌ]

0405..0406    ; Cyrl; Cher; A #  [2] (Ѕ..І)  CYRILLIC CAPITAL LETTER DZE..CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I
0408          ; Cyrl; Cher; A #      (Ј)  CYRILLIC CAPITAL LETTER JE
0410..0413    ; Cyrl; Cher; A #  [4] (А..Г)  CYRILLIC CAPITAL LETTER A..CYRILLIC CAPITAL LETTER GHE
0415          ; Cyrl; Cher; A #      (Е)  CYRILLIC CAPITAL LETTER IE
041A          ; Cyrl; Cher; A #      (К)  CYRILLIC CAPITAL LETTER KA
041C..041E    ; Cyrl; Cher; A #  [3] (М..О)  CYRILLIC CAPITAL LETTER EM..CYRILLIC CAPITAL LETTER O
0420..0421    ; Cyrl; Cher; A #  [2] (Р..С)  CYRILLIC CAPITAL LETTER ER..CYRILLIC CAPITAL LETTER ES
0440          ; Cyrl; Cher; A #      (р)  CYRILLIC SMALL LETTER ER
0443          ; Cyrl; Cher; A #      (у)  CYRILLIC SMALL LETTER U
044A          ; Cyrl; Cher; A #      (ъ)  CYRILLIC SMALL LETTER HARD SIGN
0456          ; Cyrl; Cher; A #      (і)  CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I
045B          ; Cyrl; Cher; A #      (ћ)  CYRILLIC SMALL LETTER TSHE
0472          ; Cyrl; Cher; A #      (Ѳ)  CYRILLIC CAPITAL LETTER FITA
0474          ; Cyrl; Cher; A #      (Ѵ)  CYRILLIC CAPITAL LETTER IZHITSA
0490          ; Cyrl; Cher; A #      (Ґ)  CYRILLIC CAPITAL LETTER GHE WITH UPTURN
0492          ; Cyrl; Cher; A #      (Ғ)  CYRILLIC CAPITAL LETTER GHE WITH STROKE
049A          ; Cyrl; Cher; A #      (Қ)  CYRILLIC CAPITAL LETTER KA WITH DESCENDER
049E          ; Cyrl; Cher; A #      (Ҟ)  CYRILLIC CAPITAL LETTER KA WITH STROKE
04A2          ; Cyrl; Cher; A #      (Ң)  CYRILLIC CAPITAL LETTER EN WITH DESCENDER
04AA          ; Cyrl; Cher; A #      (Ҫ)  CYRILLIC CAPITAL LETTER ES WITH DESCENDER
04AF          ; Cyrl; Cher; A #      (ү)  CYRILLIC SMALL LETTER STRAIGHT U
04B1          ; Cyrl; Cher; A #      (ұ)  CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE
04BB          ; Cyrl; Cher; A #      (һ)  CYRILLIC SMALL LETTER SHHA
04C0          ; Cyrl; Cher; A #      (Ӏ)  CYRILLIC LETTER PALOCHKA
04C7          ; Cyrl; Cher; A #      (Ӈ)  CYRILLIC CAPITAL LETTER EN WITH HOOK
04C9          ; Cyrl; Cher; A #      (Ӊ)  CYRILLIC CAPITAL LETTER EN WITH TAIL
04CD          ; Cyrl; Cher; A #      (Ӎ)  CYRILLIC CAPITAL LETTER EM WITH TAIL
04E8          ; Cyrl; Cher; A #      (Ө)  CYRILLIC CAPITAL LETTER BARRED O
050C          ; Cyrl; Cher; A #      (Ԍ)  CYRILLIC CAPITAL LETTER KOMI SJE

# Total code points: 36

# Cyrillic; Devanagari: [оѳө]

043E          ; Cyrl; Deva; A #      (о)  CYRILLIC SMALL LETTER O
0473          ; Cyrl; Deva; A #      (ѳ)  CYRILLIC SMALL LETTER FITA
04E9          ; Cyrl; Deva; A #      (ө)  CYRILLIC SMALL LETTER BARRED O

# Total code points: 3

# Cyrillic; Georgian: [уүұ]

0443          ; Cyrl; Geor; A #      (у)  CYRILLIC SMALL LETTER U
04AF          ; Cyrl; Geor; A #      (ү)  CYRILLIC SMALL LETTER STRAIGHT U
04B1          ; Cyrl; Geor; A #      (ұ)  CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE

# Total code points: 3

# Cyrillic; Greek: [ІАВГЕКМ-ТФХко-сфєіѲѳѵҐҒҚқҞҟҢҪ-ҬҮҰҲӀӇӉӍӨө]

0406          ; Cyrl; Grek; A #      (І)  CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I
0410          ; Cyrl; Grek; A #      (А)  CYRILLIC CAPITAL LETTER A
0412..0413    ; Cyrl; Grek; A #  [2] (В..Г)  CYRILLIC CAPITAL LETTER VE..CYRILLIC CAPITAL LETTER GHE
0415          ; Cyrl; Grek; A #      (Е)  CYRILLIC CAPITAL LETTER IE
041A          ; Cyrl; Grek; A #      (К)  CYRILLIC CAPITAL LETTER KA
041C..0422    ; Cyrl; Grek; A #  [7] (М..Т)  CYRILLIC CAPITAL LETTER EM..CYRILLIC CAPITAL LETTER TE
0424..0425    ; Cyrl; Grek; A #  [2] (Ф..Х)  CYRILLIC CAPITAL LETTER EF..CYRILLIC CAPITAL LETTER HA
043A          ; Cyrl; Grek; A #      (к)  CYRILLIC SMALL LETTER KA
043E..0441    ; Cyrl; Grek; A #  [4] (о..с)  CYRILLIC SMALL LETTER O..CYRILLIC SMALL LETTER ES
0444          ; Cyrl; Grek; A #      (ф)  CYRILLIC SMALL LETTER EF
0454          ; Cyrl; Grek; A #      (є)  CYRILLIC SMALL LETTER UKRAINIAN IE
0456          ; Cyrl; Grek; A #      (і)  CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I
0472..0473    ; Cyrl; Grek; A #  [2] (Ѳ..ѳ)  CYRILLIC CAPITAL LETTER FITA..CYRILLIC SMALL LETTER FITA
0475          ; Cyrl; Grek; A #      (ѵ)  CYRILLIC SMALL LETTER IZHITSA
0490          ; Cyrl; Grek; A #      (Ґ)  CYRILLIC CAPITAL LETTER GHE WITH UPTURN
0492          ; Cyrl; Grek; A #      (Ғ)  CYRILLIC CAPITAL LETTER GHE WITH STROKE
049A..049B    ; Cyrl; Grek; A #  [2] (Қ..қ)  CYRILLIC CAPITAL LETTER KA WITH DESCENDER..CYRILLIC SMALL LETTER KA WITH DESCENDER
049E..049F    ; Cyrl; Grek; A #  [2] (Ҟ..ҟ)  CYRILLIC CAPITAL LETTER KA WITH STROKE..CYRILLIC SMALL LETTER KA WITH STROKE
04A2          ; Cyrl; Grek; A #      (Ң)  CYRILLIC CAPITAL LETTER EN WITH DESCENDER
04AA..04AC    ; Cyrl; Grek; A #  [3] (Ҫ..Ҭ)  CYRILLIC CAPITAL LETTER ES WITH DESCENDER..CYRILLIC CAPITAL LETTER TE WITH DESCENDER
04AE          ; Cyrl; Grek; A #      (Ү)  CYRILLIC CAPITAL LETTER STRAIGHT U
04B0          ; Cyrl; Grek; A #      (Ұ)  CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE
04B2          ; Cyrl; Grek; A #      (Ҳ)  CYRILLIC CAPITAL LETTER HA WITH DESCENDER
04C0          ; Cyrl; Grek; A #      (Ӏ)  CYRILLIC LETTER PALOCHKA
04C7          ; Cyrl; Grek; A #      (Ӈ)  CYRILLIC CAPITAL LETTER EN WITH HOOK
04C9          ; Cyrl; Grek; A #      (Ӊ)  CYRILLIC CAPITAL LETTER EN WITH TAIL
04CD          ; Cyrl; Grek; A #      (Ӎ)  CYRILLIC CAPITAL LETTER EM WITH TAIL
04E8..04E9    ; Cyrl; Grek; A #  [2] (Ө..ө)  CYRILLIC CAPITAL LETTER BARRED O..CYRILLIC SMALL LETTER BARRED O

# Total code points: 45

# Cyrillic; Gujarati: [оѳө]

043E          ; Cyrl; Gujr; A #      (о)  CYRILLIC SMALL LETTER O
0473          ; Cyrl; Gujr; A #      (ѳ)  CYRILLIC SMALL LETTER FITA
04E9          ; Cyrl; Gujr; A #      (ө)  CYRILLIC SMALL LETTER BARRED O

# Total code points: 3

# Cyrillic; Gurmukhi: [оѳө]

043E          ; Cyrl; Guru; A #      (о)  CYRILLIC SMALL LETTER O
0473          ; Cyrl; Guru; A #      (ѳ)  CYRILLIC SMALL LETTER FITA
04E9          ; Cyrl; Guru; A #      (ө)  CYRILLIC SMALL LETTER BARRED O

# Total code points: 3

# Cyrillic; Han: [ОѲӨ]

041E          ; Cyrl; Hani; A #      (О)  CYRILLIC CAPITAL LETTER O
0472          ; Cyrl; Hani; A #      (Ѳ)  CYRILLIC CAPITAL LETTER FITA
04E8          ; Cyrl; Hani; A #      (Ө)  CYRILLIC CAPITAL LETTER BARRED O

# Total code points: 3

# Cyrillic; Kannada: [оѳө]

043E          ; Cyrl; Knda; A #      (о)  CYRILLIC SMALL LETTER O
0473          ; Cyrl; Knda; A #      (ѳ)  CYRILLIC SMALL LETTER FITA
04E9          ; Cyrl; Knda; A #      (ө)  CYRILLIC SMALL LETTER BARRED O

# Total code points: 3

# Cyrillic; Lao: [оѳө]

043E          ; Cyrl; Laoo; A #      (о)  CYRILLIC SMALL LETTER O
0473          ; Cyrl; Laoo; A #      (ѳ)  CYRILLIC SMALL LETTER FITA
04E9          ; Cyrl; Laoo; A #      (ө)  CYRILLIC SMALL LETTER BARRED O

# Total code points: 3

# Cyrillic; Latin: [Є-ІЈА-ВЕКМ-ОР-ТХагекорсухъ-ьє-іјћѲ-ѵґғҚқҞҟҢҪ-ҬҮ-ҲһӀӇӉӍӔӕӘәӠӡӨөԁԌ]

0404..0406    ; Cyrl; Latn; A #  [3] (Є..І)  CYRILLIC CAPITAL LETTER UKRAINIAN IE..CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I
0408          ; Cyrl; Latn; A #      (Ј)  CYRILLIC CAPITAL LETTER JE
0410..0412    ; Cyrl; Latn; A #  [3] (А..В)  CYRILLIC CAPITAL LETTER A..CYRILLIC CAPITAL LETTER VE
0415          ; Cyrl; Latn; A #      (Е)  CYRILLIC CAPITAL LETTER IE
041A          ; Cyrl; Latn; A #      (К)  CYRILLIC CAPITAL LETTER KA
041C..041E    ; Cyrl; Latn; A #  [3] (М..О)  CYRILLIC CAPITAL LETTER EM..CYRILLIC CAPITAL LETTER O
0420..0422    ; Cyrl; Latn; A #  [3] (Р..Т)  CYRILLIC CAPITAL LETTER ER..CYRILLIC CAPITAL LETTER TE
0425          ; Cyrl; Latn; A #      (Х)  CYRILLIC CAPITAL LETTER HA
0430          ; Cyrl; Latn; A #      (а)  CYRILLIC SMALL LETTER A
0433          ; Cyrl; Latn; A #      (г)  CYRILLIC SMALL LETTER GHE
0435          ; Cyrl; Latn; A #      (е)  CYRILLIC SMALL LETTER IE
043A          ; Cyrl; Latn; A #      (к)  CYRILLIC SMALL LETTER KA
043E          ; Cyrl; Latn; A #      (о)  CYRILLIC SMALL LETTER O
0440..0441    ; Cyrl; Latn; A #  [2] (р..с)  CYRILLIC SMALL LETTER ER..CYRILLIC SMALL LETTER ES
0443          ; Cyrl; Latn; A #      (у)  CYRILLIC SMALL LETTER U
0445          ; Cyrl; Latn; A #      (х)  CYRILLIC SMALL LETTER HA
044A..044C    ; Cyrl; Latn; A #  [3] (ъ..ь)  CYRILLIC SMALL LETTER HARD SIGN..CYRILLIC SMALL LETTER SOFT SIGN
0454..0456    ; Cyrl; Latn; A #  [3] (є..і)  CYRILLIC SMALL LETTER UKRAINIAN IE..CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I
0458          ; Cyrl; Latn; A #      (ј)  CYRILLIC SMALL LETTER JE
045B          ; Cyrl; Latn; A #      (ћ)  CYRILLIC SMALL LETTER TSHE
0472..0475    ; Cyrl; Latn; A #  [4] (Ѳ..ѵ)  CYRILLIC CAPITAL LETTER FITA..CYRILLIC SMALL LETTER IZHITSA
0491          ; Cyrl; Latn; A #      (ґ)  CYRILLIC SMALL LETTER GHE WITH UPTURN
0493          ; Cyrl; Latn; A #      (ғ)  CYRILLIC SMALL LETTER GHE WITH STROKE
049A..049B    ; Cyrl; Latn; A #  [2] (Қ..қ)  CYRILLIC CAPITAL LETTER KA WITH DESCENDER..CYRILLIC SMALL LETTER KA WITH DESCENDER
049E..049F    ; Cyrl; Latn; A #  [2] (Ҟ..ҟ)  CYRILLIC CAPITAL LETTER KA WITH STROKE..CYRILLIC SMALL LETTER KA WITH STROKE
04A2          ; Cyrl; Latn; A #      (Ң)  CYRILLIC CAPITAL LETTER EN WITH DESCENDER
04AA..04AC    ; Cyrl; Latn; A #  [3] (Ҫ..Ҭ)  CYRILLIC CAPITAL LETTER ES WITH DESCENDER..CYRILLIC CAPITAL LETTER TE WITH DESCENDER
04AE..04B2    ; Cyrl; Latn; A #  [5] (Ү..Ҳ)  CYRILLIC CAPITAL LETTER STRAIGHT U..CYRILLIC CAPITAL LETTER HA WITH DESCENDER
04BB          ; Cyrl; Latn; A #      (һ)  CYRILLIC SMALL LETTER SHHA
04C0          ; Cyrl; Latn; A #      (Ӏ)  CYRILLIC LETTER PALOCHKA
04C7          ; Cyrl; Latn; A #      (Ӈ)  CYRILLIC CAPITAL LETTER EN WITH HOOK
04C9          ; Cyrl; Latn; A #      (Ӊ)  CYRILLIC CAPITAL LETTER EN WITH TAIL
04CD          ; Cyrl; Latn; A #      (Ӎ)  CYRILLIC CAPITAL LETTER EM WITH TAIL
04D4..04D5    ; Cyrl; Latn; A #  [2] (Ӕ..ӕ)  CYRILLIC CAPITAL LIGATURE A IE..CYRILLIC SMALL LIGATURE A IE
04D8..04D9    ; Cyrl; Latn; A #  [2] (Ә..ә)  CYRILLIC CAPITAL LETTER SCHWA..CYRILLIC SMALL LETTER SCHWA
04E0..04E1    ; Cyrl; Latn; A #  [2] (Ӡ..ӡ)  CYRILLIC CAPITAL LETTER ABKHASIAN DZE..CYRILLIC SMALL LETTER ABKHASIAN DZE
04E8..04E9    ; Cyrl; Latn; A #  [2] (Ө..ө)  CYRILLIC CAPITAL LETTER BARRED O..CYRILLIC SMALL LETTER BARRED O
0501          ; Cyrl; Latn; A #      (ԁ)  CYRILLIC SMALL LETTER KOMI DE
050C          ; Cyrl; Latn; A #      (Ԍ)  CYRILLIC CAPITAL LETTER KOMI SJE

# Total code points: 67

# Cyrillic; Malayalam: [ОоѲѳӨө]

041E          ; Cyrl; Mlym; A #      (О)  CYRILLIC CAPITAL LETTER O
043E          ; Cyrl; Mlym; A #      (о)  CYRILLIC SMALL LETTER O
0472..0473    ; Cyrl; Mlym; A #  [2] (Ѳ..ѳ)  CYRILLIC CAPITAL LETTER FITA..CYRILLIC SMALL LETTER FITA
04E8..04E9    ; Cyrl; Mlym; A #  [2] (Ө..ө)  CYRILLIC CAPITAL LETTER BARRED O..CYRILLIC SMALL LETTER BARRED O

# Total code points: 6

# Cyrillic; Mongolian: [ОѲӨ]

041E          ; Cyrl; Mong; A #      (О)  CYRILLIC CAPITAL LETTER O
0472          ; Cyrl; Mong; A #      (Ѳ)  CYRILLIC CAPITAL LETTER FITA
04E8          ; Cyrl; Mong; A #      (Ө)  CYRILLIC CAPITAL LETTER BARRED O

# Total code points: 3

# Cyrillic; Myanmar: [оѳө]

043E          ; Cyrl; Mymr; A #      (о)  CYRILLIC SMALL LETTER O
0473          ; Cyrl; Mymr; A #      (ѳ)  CYRILLIC SMALL LETTER FITA
04E9          ; Cyrl; Mymr; A #      (ө)  CYRILLIC SMALL LETTER BARRED O

# Total code points: 3

# Cyrillic; Oriya: [ОѲӨ]

041E          ; Cyrl; Orya; A #      (О)  CYRILLIC CAPITAL LETTER O
0472          ; Cyrl; Orya; A #      (Ѳ)  CYRILLIC CAPITAL LETTER FITA
04E8          ; Cyrl; Orya; A #      (Ө)  CYRILLIC CAPITAL LETTER BARRED O

# Total code points: 3

# Cyrillic; Telugu: [оѳө]

043E          ; Cyrl; Telu; A #      (о)  CYRILLIC SMALL LETTER O
